country_name_short,country_name,election_type,election_date,vote_share,seats,seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,previous_parliament_election_id,previous_cabinet_id,party_id
AUS,Australia,parliament,1984-12-01,34.1,44.0,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,733,751.0,576.0,1411
AUS,Australia,parliament,1984-12-01,10.6,21.0,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,733,751.0,576.0,184
AUS,Australia,parliament,1984-12-01,0.3,1.0,148,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,733,751.0,576.0,215
AUS,Australia,parliament,1984-12-01,1.4,0.0,148,none,no party affiliation,no party affiliation,,33,733,751.0,576.0,1396
AUS,Australia,parliament,1984-12-01,5.4,0.0,148,AD,Australian Democrats,Australian Democrats,3.7004,33,733,751.0,576.0,120
AUS,Australia,parliament,1987-07-11,45.8,86.0,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,732,733.0,401.0,1253
AUS,Australia,parliament,1987-07-11,34.3,43.0,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,732,733.0,401.0,1411
AUS,Australia,parliament,1987-07-11,11.5,19.0,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,732,733.0,401.0,184
AUS,Australia,parliament,1987-07-11,6.0,0.0,148,AD,Australian Democrats,Australian Democrats,3.7004,33,732,733.0,401.0,120
AUS,Australia,parliament,1987-07-11,2.0,0.0,148,none,no party affiliation,no party affiliation,,33,732,733.0,401.0,1396
AUS,Australia,parliament,1990-03-24,39.4,78.0,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,752,732.0,875.0,1253
AUS,Australia,parliament,1990-03-24,34.8,55.0,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,752,732.0,875.0,1411
AUS,Australia,parliament,1990-03-24,8.4,14.0,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,752,732.0,875.0,184
AUS,Australia,parliament,1990-03-24,3.4,1.0,148,none,no party affiliation,no party affiliation,,33,752,732.0,875.0,1396
AUS,Australia,parliament,1990-03-24,1.4,0.0,148,AG,Australian Greens,Australian Greens,1.5439,33,752,732.0,875.0,751
AUS,Australia,parliament,1990-03-24,1.0,0.0,148,CDP,Christian Democratic Party,Christian Democratic Party,6.2,33,752,732.0,875.0,1650
AUS,Australia,parliament,1990-03-24,11.3,0.0,148,AD,Australian Democrats,Australian Democrats,3.7004,33,752,732.0,875.0,120
AUS,Australia,parliament,1993-03-13,44.9,80.0,147,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,753,752.0,725.0,1253
AUS,Australia,parliament,1993-03-13,36.8,49.0,147,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,753,752.0,725.0,1411
AUS,Australia,parliament,1993-03-13,7.2,16.0,147,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,753,752.0,725.0,184
AUS,Australia,parliament,1993-03-13,4.7,2.0,147,none,no party affiliation,no party affiliation,,33,753,752.0,725.0,1396
AUS,Australia,parliament,1993-03-13,3.8,0.0,147,AD,Australian Democrats,Australian Democrats,3.7004,33,753,752.0,725.0,120
AUS,Australia,parliament,1993-03-13,1.9,0.0,147,AG,Australian Greens,Australian Greens,1.5439,33,753,752.0,725.0,751
AUS,Australia,parliament,1996-03-02,38.7,75.0,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,754,753.0,49.0,1411
AUS,Australia,parliament,1996-03-02,38.8,49.0,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,754,753.0,49.0,1253
AUS,Australia,parliament,1996-03-02,8.2,18.0,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,754,753.0,49.0,184
AUS,Australia,parliament,1996-03-02,4.3,5.0,148,none,no party affiliation,no party affiliation,,33,754,753.0,49.0,1396
AUS,Australia,parliament,1996-03-02,0.4,1.0,148,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,754,753.0,49.0,215
AUS,Australia,parliament,1996-03-02,6.8,0.0,148,AD,Australian Democrats,Australian Democrats,3.7004,33,754,753.0,49.0,120
AUS,Australia,parliament,1996-03-02,2.9,0.0,148,AG,Australian Greens,Australian Greens,1.5439,33,754,753.0,49.0,751
AUS,Australia,parliament,1998-10-03,40.1,67.0,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,756,754.0,402.0,1253
AUS,Australia,parliament,1998-10-03,33.9,64.0,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,756,754.0,402.0,1411
AUS,Australia,parliament,1998-10-03,5.3,16.0,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,756,754.0,402.0,184
AUS,Australia,parliament,1998-10-03,4.2,1.0,148,none,no party affiliation,no party affiliation,,33,756,754.0,402.0,1396
AUS,Australia,parliament,1998-10-03,2.6,0.0,148,AG,Australian Greens,Australian Greens,1.5439,33,756,754.0,402.0,751
AUS,Australia,parliament,1998-10-03,8.4,0.0,148,ONP,One Nation Party,One Nation Party,8.1579,33,756,754.0,402.0,386
AUS,Australia,parliament,1998-10-03,5.1,0.0,148,AD,Australian Democrats,Australian Democrats,3.7004,33,756,754.0,402.0,120
AUS,Australia,parliament,2001-11-10,37.1,68.0,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,760,756.0,423.0,1411
AUS,Australia,parliament,2001-11-10,37.8,65.0,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,760,756.0,423.0,1253
AUS,Australia,parliament,2001-11-10,5.6,13.0,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,760,756.0,423.0,184
AUS,Australia,parliament,2001-11-10,4.4,3.0,150,none,no party affiliation,no party affiliation,,33,760,756.0,423.0,1396
AUS,Australia,parliament,2001-11-10,0.3,1.0,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,760,756.0,423.0,215
AUS,Australia,parliament,2001-11-10,5.4,0.0,150,AD,Australian Democrats,Australian Democrats,3.7004,33,760,756.0,423.0,120
AUS,Australia,parliament,2001-11-10,5.0,0.0,150,AG,Australian Greens,Australian Greens,1.5439,33,760,756.0,423.0,751
AUS,Australia,parliament,2001-11-10,4.3,0.0,150,ONP,One Nation Party,One Nation Party,8.1579,33,760,756.0,423.0,386
AUS,Australia,parliament,2004-10-09,40.5,74.0,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,762,760.0,812.0,1411
AUS,Australia,parliament,2004-10-09,37.6,60.0,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,762,760.0,812.0,1253
AUS,Australia,parliament,2004-10-09,5.9,12.0,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,762,760.0,812.0,184
AUS,Australia,parliament,2004-10-09,4.0,3.0,150,none,no party affiliation,no party affiliation,,33,762,760.0,812.0,1396
AUS,Australia,parliament,2004-10-09,0.3,1.0,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,762,760.0,812.0,215
AUS,Australia,parliament,2004-10-09,2.0,0.0,150,FFP,Family First Party,Family First Party,7.4,33,762,760.0,812.0,446
AUS,Australia,parliament,2004-10-09,1.2,0.0,150,ONP,One Nation Party,One Nation Party,8.1579,33,762,760.0,812.0,386
AUS,Australia,parliament,2004-10-09,1.2,0.0,150,AD,Australian Democrats,Australian Democrats,3.7004,33,762,760.0,812.0,120
AUS,Australia,parliament,2004-10-09,7.2,0.0,150,AG,Australian Greens,Australian Greens,1.5439,33,762,760.0,812.0,751
AUS,Australia,parliament,2007-11-24,43.4,83.0,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,761,762.0,234.0,1253
AUS,Australia,parliament,2007-11-24,36.3,55.0,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,761,762.0,234.0,1411
AUS,Australia,parliament,2007-11-24,5.5,10.0,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,761,762.0,234.0,184
AUS,Australia,parliament,2007-11-24,3.7,2.0,150,none,no party affiliation,no party affiliation,,33,761,762.0,234.0,1396
AUS,Australia,parliament,2007-11-24,2.0,0.0,150,FFP,Family First Party,Family First Party,7.4,33,761,762.0,234.0,446
AUS,Australia,parliament,2007-11-24,7.8,0.0,150,AG,Australian Greens,Australian Greens,1.5439,33,761,762.0,234.0,751
AUS,Australia,parliament,2010-08-21,37.99,72.0,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,246,761.0,736.0,1253
AUS,Australia,parliament,2010-08-21,30.46,44.0,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,246,761.0,736.0,1411
AUS,Australia,parliament,2010-08-21,9.12,21.0,150,LNPQ,Liberal National Party of Queensland,Liberal National Party of Queensland,6.0,33,246,761.0,736.0,154
AUS,Australia,parliament,2010-08-21,3.73,7.0,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,246,761.0,736.0,184
AUS,Australia,parliament,2010-08-21,2.52,4.0,150,none,no party affiliation,no party affiliation,,33,246,761.0,736.0,1396
AUS,Australia,parliament,2010-08-21,0.31,1.0,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,246,761.0,736.0,215
AUS,Australia,parliament,2010-08-21,11.76,1.0,150,AG,Australian Greens,Australian Greens,1.5439,33,246,761.0,736.0,751
AUS,Australia,parliament,2010-08-21,2.25,0.0,150,FFP,Family First Party,Family First Party,7.4,33,246,761.0,736.0,446
AUS,Australia,parliament,2013-09-07,32.02,58.0,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,804,246.0,1061.0,1411
AUS,Australia,parliament,2013-09-07,33.38,55.0,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,804,246.0,1061.0,1253
AUS,Australia,parliament,2013-09-07,8.92,22.0,150,LNPQ,Liberal National Party of Queensland,Liberal National Party of Queensland,6.0,33,804,246.0,1061.0,154
AUS,Australia,parliament,2013-09-07,4.29,9.0,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,804,246.0,1061.0,184
AUS,Australia,parliament,2013-09-07,1.37,2.0,150,none,no party affiliation,no party affiliation,,33,804,246.0,1061.0,1396
AUS,Australia,parliament,2013-09-07,0.32,1.0,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,804,246.0,1061.0,215
AUS,Australia,parliament,2013-09-07,8.65,1.0,150,AG,Australian Greens,Australian Greens,1.5439,33,804,246.0,1061.0,751
AUS,Australia,parliament,2013-09-07,1.04,1.0,150,Katter,Katter's Australian Party,Katter's Australian Party,3.3,33,804,246.0,1061.0,2258
AUS,Australia,parliament,2013-09-07,5.49,1.0,150,PUP,Palmer United Party,Palmer United Party,6.0,33,804,246.0,1061.0,2259
AUS,Australia,parliament,2013-09-07,1.41,0.0,150,FFP,Family First Party,Family First Party,7.4,33,804,246.0,1061.0,446
AUT,Austria,parliament,1945-11-25,49.8,85.0,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,402,,452.0,1013
AUT,Austria,parliament,1945-11-25,44.6,76.0,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,402,,452.0,973
AUT,Austria,parliament,1945-11-25,5.4,4.0,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,402,,452.0,769
AUT,Austria,parliament,1945-11-25,0.2,0.0,165,no-seat,no seat,no seat,,59,402,,452.0,2055
AUT,Austria,parliament,1949-10-09,44.0,77.0,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,67,402.0,884.0,1013
AUT,Austria,parliament,1949-10-09,38.7,67.0,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,67,402.0,884.0,973
AUT,Austria,parliament,1949-10-09,11.7,16.0,165,FPO,Freiheitliche Partei Österreichs,Freedom Party of Austria,8.3494,59,67,402.0,884.0,50
AUT,Austria,parliament,1949-10-09,5.1,5.0,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,67,402.0,884.0,769
AUT,Austria,parliament,1949-10-09,0.28,0.0,165,no-seat,no seat,no seat,,59,67,402.0,884.0,2055
AUT,Austria,parliament,1953-02-22,41.3,74.0,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,11,67.0,560.0,1013
AUT,Austria,parliament,1953-02-22,42.1,73.0,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,11,67.0,560.0,973
AUT,Austria,parliament,1953-02-22,10.9,14.0,165,FPO,Freiheitliche Partei Österreichs,Freedom Party of Austria,8.3494,59,11,67.0,560.0,50
AUT,Austria,parliament,1953-02-22,5.3,4.0,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,11,67.0,560.0,769
AUT,Austria,parliament,1953-02-22,0.13,0.0,165,no-seat,no seat,no seat,,59,11,67.0,560.0,2055
AUT,Austria,parliament,1956-05-13,46.0,82.0,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,169,11.0,659.0,1013
AUT,Austria,parliament,1956-05-13,43.0,74.0,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,169,11.0,659.0,973
AUT,Austria,parliament,1956-05-13,6.5,6.0,165,FPO,Freiheitliche Partei Österreichs,Freedom Party of Austria,8.3494,59,169,11.0,659.0,50
AUT,Austria,parliament,1956-05-13,4.4,3.0,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,169,11.0,659.0,769
AUT,Austria,parliament,1956-05-13,0.04,0.0,165,no-seat,no seat,no seat,,59,169,11.0,659.0,2055
AUT,Austria,parliament,1959-05-10,44.2,79.0,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,347,169.0,105.0,1013
AUT,Austria,parliament,1959-05-10,44.8,78.0,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,347,169.0,105.0,973
AUT,Austria,parliament,1959-05-10,7.7,8.0,165,FPO,Freiheitliche Partei Österreichs,Freedom Party of Austria,8.3494,59,347,169.0,105.0,50
AUT,Austria,parliament,1959-05-10,3.3,0.0,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,347,169.0,105.0,769
AUT,Austria,parliament,1962-11-18,45.4,81.0,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,495,347.0,533.0,1013
AUT,Austria,parliament,1962-11-18,44.0,76.0,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,495,347.0,533.0,973
AUT,Austria,parliament,1962-11-18,7.0,8.0,165,FPO,Freiheitliche Partei Österreichs,Freedom Party of Austria,8.3494,59,495,347.0,533.0,50
AUT,Austria,parliament,1962-11-18,3.0,0.0,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,495,347.0,533.0,769
